,colonized_admission,infected_admission,colonized_transfer,infected_transfer,colonized_incidence,infected_incidence
499,0.0,0.0,0.0,0.0,1.0,0.0
500,1.0,0.0,0.0,0.0,0.0,0.0
501,2.0,0.0,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0,0.0,0.0
503,2.0,0.0,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0,1.0,0.0
505,2.0,0.0,0.0,0.0,1.0,0.0
506,0.0,0.0,0.0,0.0,1.0,0.0
507,0.0,0.0,0.0,0.0,0.0,0.0
508,2.0,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0,1.0,0.0
511,0.0,0.0,0.0,0.0,0.0,0.0
512,2.0,0.0,0.0,0.0,0.0,0.0
513,1.0,0.0,0.0,0.0,0.0,0.0
514,1.0,0.0,0.0,0.0,0.0,0.0
515,4.0,0.0,0.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0,1.0,0.0
517,2.0,0.0,0.0,0.0,1.0,0.0
518,0.0,0.0,0.0,0.0,1.0,0.0
519,1.0,0.0,0.0,0.0,0.0,0.0
520,2.0,0.0,0.0,0.0,2.0,0.0
521,1.0,0.0,0.0,0.0,1.0,0.0
522,1.0,0.0,0.0,0.0,0.0,0.0
523,1.0,0.0,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0,0.0,0.0
525,2.0,0.0,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0,1.0,0.0
527,1.0,0.0,0.0,0.0,0.0,0.0
528,1.0,0.0,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0,0.0,0.0
530,2.0,0.0,0.0,0.0,0.0,0.0
531,1.0,0.0,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0,0.0,0.0
533,1.0,0.0,0.0,0.0,0.0,0.0
534,1.0,0.0,0.0,0.0,0.0,0.0
535,0.0,0.0,0.0,0.0,1.0,0.0
536,1.0,0.0,0.0,0.0,0.0,0.0
537,1.0,0.0,0.0,0.0,0.0,0.0
538,3.0,0.0,0.0,0.0,0.0,0.0
539,2.0,0.0,0.0,0.0,0.0,0.0
540,3.0,0.0,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0,1.0,0.0
543,4.0,0.0,0.0,0.0,1.0,0.0
544,0.0,0.0,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0,0.0,0.0
550,1.0,0.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0,2.0,0.0
552,0.0,0.0,0.0,0.0,0.0,0.0
553,1.0,0.0,0.0,0.0,0.0,0.0
554,2.0,0.0,0.0,0.0,0.0,0.0
555,2.0,0.0,0.0,0.0,0.0,0.0
556,2.0,0.0,0.0,0.0,1.0,0.0
557,0.0,0.0,0.0,0.0,1.0,0.0
558,0.0,0.0,0.0,0.0,0.0,0.0
559,1.0,0.0,0.0,0.0,0.0,0.0
560,2.0,0.0,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0,0.0,0.0
562,2.0,0.0,0.0,0.0,1.0,0.0
563,2.0,0.0,0.0,0.0,0.0,0.0
564,0.0,0.0,0.0,0.0,1.0,0.0
565,1.0,0.0,0.0,0.0,2.0,0.0
566,1.0,0.0,0.0,0.0,2.0,0.0
567,2.0,0.0,0.0,0.0,1.0,0.0
568,2.0,0.0,0.0,0.0,2.0,0.0
569,1.0,0.0,0.0,0.0,0.0,0.0
570,1.0,0.0,0.0,0.0,0.0,0.0
571,2.0,0.0,0.0,0.0,1.0,0.0
572,1.0,0.0,0.0,0.0,1.0,0.0
573,2.0,0.0,0.0,0.0,0.0,0.0
574,1.0,0.0,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0.0,0.0,0.0
576,2.0,0.0,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0,0.0,0.0
578,1.0,0.0,0.0,0.0,1.0,0.0
579,0.0,0.0,0.0,0.0,0.0,0.0
580,1.0,0.0,0.0,0.0,0.0,0.0
581,2.0,0.0,0.0,0.0,0.0,0.0
582,1.0,0.0,0.0,0.0,1.0,0.0
583,0.0,0.0,0.0,0.0,1.0,0.0
584,0.0,0.0,0.0,0.0,1.0,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0
586,1.0,0.0,0.0,0.0,0.0,0.0
587,0.0,0.0,0.0,0.0,2.0,0.0
588,2.0,0.0,0.0,0.0,0.0,0.0
589,2.0,0.0,0.0,0.0,1.0,0.0
590,3.0,0.0,0.0,0.0,0.0,0.0
591,2.0,0.0,0.0,0.0,0.0,0.0
592,1.0,0.0,0.0,0.0,0.0,0.0
593,2.0,0.0,0.0,0.0,0.0,0.0
594,0.0,0.0,0.0,0.0,3.0,0.0
595,0.0,0.0,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0,1.0,0.0
597,2.0,0.0,0.0,0.0,0.0,0.0
598,1.0,0.0,0.0,0.0,0.0,0.0
599,2.0,0.0,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0
601,4.0,0.0,0.0,0.0,1.0,0.0
602,0.0,0.0,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0,0.0,0.0
605,1.0,0.0,0.0,0.0,0.0,0.0
606,1.0,0.0,0.0,0.0,1.0,0.0
607,0.0,0.0,0.0,0.0,0.0,0.0
608,1.0,0.0,0.0,0.0,0.0,0.0
609,1.0,0.0,0.0,0.0,0.0,0.0
610,0.0,0.0,0.0,0.0,0.0,0.0
611,2.0,0.0,0.0,0.0,1.0,0.0
612,2.0,0.0,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0
614,1.0,0.0,0.0,0.0,1.0,0.0
615,1.0,0.0,0.0,0.0,1.0,0.0
616,0.0,0.0,0.0,0.0,0.0,0.0
617,1.0,0.0,0.0,0.0,0.0,0.0
618,1.0,0.0,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0,1.0,0.0
621,2.0,0.0,0.0,0.0,0.0,0.0
622,1.0,0.0,0.0,0.0,1.0,0.0
623,3.0,0.0,0.0,0.0,1.0,0.0
624,0.0,0.0,0.0,0.0,2.0,0.0
625,0.0,0.0,0.0,0.0,0.0,0.0
626,2.0,0.0,0.0,0.0,1.0,0.0
627,1.0,0.0,0.0,0.0,1.0,0.0
628,1.0,0.0,0.0,0.0,1.0,0.0
629,2.0,0.0,0.0,0.0,1.0,0.0
630,2.0,0.0,0.0,0.0,1.0,0.0
631,0.0,0.0,0.0,0.0,1.0,0.0
632,0.0,0.0,0.0,0.0,1.0,0.0
633,0.0,0.0,0.0,0.0,0.0,0.0
634,1.0,0.0,0.0,0.0,1.0,0.0
635,1.0,0.0,0.0,0.0,0.0,0.0
636,1.0,0.0,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0,1.0,0.0
638,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0,1.0,0.0
641,3.0,0.0,0.0,0.0,0.0,0.0
642,2.0,0.0,0.0,0.0,2.0,0.0
643,1.0,0.0,0.0,0.0,2.0,0.0
644,1.0,0.0,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0,0.0,0.0
646,3.0,0.0,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0,1.0,0.0
648,1.0,0.0,0.0,0.0,0.0,0.0
649,0.0,0.0,0.0,0.0,1.0,0.0
650,2.0,0.0,0.0,0.0,0.0,0.0
651,0.0,0.0,0.0,0.0,0.0,0.0
652,0.0,0.0,0.0,0.0,1.0,0.0
653,2.0,0.0,0.0,0.0,0.0,0.0
654,1.0,0.0,0.0,0.0,0.0,0.0
655,1.0,0.0,0.0,0.0,1.0,0.0
656,0.0,0.0,0.0,0.0,0.0,0.0
657,4.0,0.0,0.0,0.0,5.0,0.0
658,0.0,0.0,0.0,0.0,2.0,0.0
659,1.0,0.0,0.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0,0.0,0.0
661,1.0,0.0,0.0,0.0,1.0,0.0
662,1.0,0.0,0.0,0.0,0.0,0.0
663,2.0,0.0,0.0,0.0,0.0,0.0
664,2.0,0.0,0.0,0.0,4.0,0.0
665,0.0,0.0,0.0,0.0,0.0,0.0
666,3.0,0.0,0.0,0.0,1.0,0.0
667,1.0,0.0,0.0,0.0,0.0,0.0
668,0.0,0.0,0.0,0.0,1.0,0.0
669,2.0,0.0,0.0,0.0,0.0,0.0
670,1.0,0.0,0.0,0.0,2.0,0.0
671,1.0,0.0,0.0,0.0,0.0,0.0
672,1.0,0.0,0.0,0.0,1.0,0.0
673,1.0,0.0,0.0,0.0,1.0,0.0
674,3.0,0.0,0.0,0.0,1.0,0.0
675,3.0,0.0,0.0,0.0,0.0,0.0
676,1.0,0.0,0.0,0.0,1.0,0.0
677,1.0,0.0,0.0,0.0,0.0,0.0
678,1.0,0.0,0.0,0.0,0.0,0.0
679,2.0,0.0,0.0,0.0,2.0,0.0
680,1.0,0.0,0.0,0.0,0.0,0.0
681,1.0,0.0,0.0,0.0,0.0,0.0
682,1.0,0.0,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0,3.0,0.0
684,1.0,0.0,0.0,0.0,0.0,0.0
685,2.0,0.0,0.0,0.0,0.0,0.0
686,2.0,0.0,0.0,0.0,1.0,0.0
687,0.0,0.0,0.0,0.0,1.0,0.0
688,1.0,0.0,0.0,0.0,0.0,0.0
689,1.0,0.0,0.0,0.0,0.0,0.0
690,3.0,0.0,0.0,0.0,3.0,0.0
691,2.0,0.0,0.0,0.0,1.0,0.0
692,0.0,0.0,0.0,0.0,0.0,0.0
693,0.0,0.0,0.0,0.0,0.0,0.0
694,2.0,0.0,0.0,0.0,1.0,0.0
695,1.0,0.0,0.0,0.0,1.0,0.0
696,0.0,0.0,0.0,0.0,0.0,0.0
697,2.0,0.0,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0,0.0,0.0
699,2.0,0.0,0.0,0.0,0.0,0.0
700,2.0,0.0,0.0,0.0,1.0,0.0
701,0.0,0.0,0.0,0.0,2.0,0.0
702,0.0,0.0,0.0,0.0,1.0,0.0
703,4.0,0.0,0.0,0.0,0.0,0.0
704,1.0,0.0,0.0,0.0,1.0,0.0
705,0.0,0.0,0.0,0.0,0.0,0.0
706,1.0,0.0,0.0,0.0,1.0,0.0
707,0.0,0.0,0.0,0.0,2.0,0.0
708,1.0,0.0,0.0,0.0,2.0,0.0
709,0.0,0.0,0.0,0.0,1.0,0.0
710,1.0,0.0,0.0,0.0,0.0,0.0
711,2.0,0.0,0.0,0.0,0.0,0.0
712,1.0,0.0,0.0,0.0,0.0,0.0
713,1.0,0.0,0.0,0.0,0.0,0.0
714,0.0,0.0,0.0,0.0,0.0,0.0
715,2.0,0.0,0.0,0.0,0.0,0.0
716,1.0,0.0,0.0,0.0,0.0,0.0
717,0.0,0.0,0.0,0.0,1.0,0.0
718,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,0.0,0.0,0.0
720,3.0,0.0,0.0,0.0,0.0,0.0
721,2.0,0.0,0.0,0.0,1.0,0.0
722,1.0,0.0,0.0,0.0,0.0,0.0
723,1.0,0.0,0.0,0.0,0.0,0.0
724,1.0,0.0,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0,0.0,0.0,0.0
726,0.0,0.0,0.0,0.0,0.0,0.0
727,1.0,0.0,0.0,0.0,0.0,0.0
728,0.0,0.0,0.0,0.0,0.0,0.0
729,2.0,0.0,0.0,0.0,1.0,0.0
730,1.0,0.0,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0,0.0,0.0
732,1.0,0.0,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,0.0,0.0,0.0
734,2.0,0.0,0.0,0.0,0.0,0.0
735,2.0,0.0,0.0,0.0,0.0,0.0
736,1.0,0.0,0.0,0.0,0.0,0.0
737,2.0,0.0,0.0,0.0,0.0,0.0
738,1.0,0.0,0.0,0.0,1.0,0.0
739,1.0,0.0,0.0,0.0,0.0,0.0
740,0.0,0.0,0.0,0.0,0.0,0.0
741,1.0,0.0,0.0,0.0,0.0,0.0
742,2.0,0.0,0.0,0.0,1.0,0.0
743,2.0,0.0,0.0,0.0,2.0,0.0
744,1.0,0.0,0.0,0.0,1.0,0.0
745,1.0,0.0,0.0,0.0,0.0,0.0
746,0.0,0.0,0.0,0.0,2.0,0.0
747,2.0,0.0,0.0,0.0,0.0,0.0
748,1.0,0.0,0.0,0.0,1.0,0.0
749,0.0,0.0,0.0,0.0,1.0,0.0
750,1.0,0.0,0.0,0.0,0.0,0.0
751,0.0,0.0,0.0,0.0,0.0,0.0
752,2.0,0.0,0.0,0.0,0.0,0.0
753,0.0,0.0,0.0,0.0,0.0,0.0
754,3.0,0.0,0.0,0.0,1.0,0.0
755,0.0,0.0,0.0,0.0,0.0,0.0
756,1.0,0.0,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0,0.0,0.0
758,1.0,0.0,0.0,0.0,0.0,0.0
759,0.0,0.0,0.0,0.0,1.0,0.0
760,3.0,0.0,0.0,0.0,1.0,0.0
761,0.0,0.0,0.0,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0,1.0,0.0
763,1.0,0.0,0.0,0.0,0.0,0.0
764,3.0,0.0,0.0,0.0,0.0,0.0
765,0.0,0.0,0.0,0.0,2.0,0.0
766,1.0,0.0,0.0,0.0,2.0,0.0
767,1.0,0.0,0.0,0.0,1.0,0.0
768,1.0,0.0,0.0,0.0,0.0,0.0
769,1.0,0.0,0.0,0.0,2.0,0.0
770,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0,1.0,0.0
773,0.0,0.0,0.0,0.0,0.0,0.0
774,1.0,0.0,0.0,0.0,3.0,0.0
775,2.0,0.0,0.0,0.0,2.0,0.0
776,0.0,0.0,0.0,0.0,0.0,0.0
777,1.0,0.0,0.0,0.0,0.0,0.0
778,0.0,0.0,0.0,0.0,0.0,0.0
779,1.0,0.0,0.0,0.0,0.0,0.0
780,1.0,0.0,0.0,0.0,0.0,0.0
781,0.0,0.0,0.0,0.0,0.0,0.0
782,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,0.0,0.0,0.0,0.0,0.0
784,2.0,0.0,0.0,0.0,0.0,0.0
785,1.0,0.0,0.0,0.0,0.0,0.0
786,1.0,0.0,0.0,0.0,1.0,0.0
787,0.0,0.0,0.0,0.0,0.0,0.0
788,0.0,0.0,0.0,0.0,0.0,0.0
789,0.0,0.0,0.0,0.0,0.0,0.0
790,2.0,0.0,0.0,0.0,0.0,0.0
791,0.0,0.0,0.0,0.0,2.0,0.0
792,0.0,0.0,0.0,0.0,0.0,0.0
793,3.0,0.0,0.0,0.0,1.0,0.0
794,1.0,0.0,0.0,0.0,2.0,0.0
795,0.0,0.0,0.0,0.0,0.0,0.0
796,0.0,0.0,0.0,0.0,1.0,0.0
797,0.0,0.0,0.0,0.0,0.0,0.0
798,0.0,0.0,0.0,0.0,1.0,0.0
799,1.0,0.0,0.0,0.0,0.0,0.0
800,1.0,0.0,0.0,0.0,0.0,0.0
801,0.0,0.0,0.0,0.0,0.0,0.0
802,1.0,0.0,0.0,0.0,0.0,0.0
803,1.0,0.0,0.0,0.0,0.0,0.0
804,1.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.0,0.0,0.0,0.0,0.0
806,0.0,0.0,0.0,0.0,0.0,0.0
807,2.0,0.0,0.0,0.0,0.0,0.0
808,1.0,0.0,0.0,0.0,0.0,0.0
809,2.0,0.0,0.0,0.0,1.0,0.0
810,1.0,0.0,0.0,0.0,2.0,0.0
811,0.0,0.0,0.0,0.0,1.0,0.0
812,0.0,0.0,0.0,0.0,1.0,0.0
813,0.0,0.0,0.0,0.0,1.0,0.0
814,0.0,0.0,0.0,0.0,0.0,0.0
815,1.0,0.0,0.0,0.0,0.0,0.0
816,0.0,0.0,0.0,0.0,0.0,0.0
817,1.0,0.0,0.0,0.0,0.0,0.0
818,2.0,0.0,0.0,0.0,2.0,0.0
819,1.0,0.0,0.0,0.0,0.0,0.0
820,1.0,0.0,0.0,0.0,0.0,0.0
821,0.0,0.0,0.0,0.0,1.0,0.0
822,3.0,0.0,0.0,0.0,1.0,0.0
823,3.0,0.0,0.0,0.0,0.0,0.0
824,1.0,0.0,0.0,0.0,1.0,0.0
825,0.0,0.0,0.0,0.0,1.0,0.0
826,3.0,0.0,0.0,0.0,0.0,0.0
827,0.0,0.0,0.0,0.0,0.0,0.0
828,2.0,0.0,0.0,0.0,0.0,0.0
829,0.0,0.0,0.0,0.0,2.0,0.0
830,3.0,0.0,0.0,0.0,0.0,0.0
831,1.0,0.0,0.0,0.0,1.0,0.0
832,1.0,0.0,0.0,0.0,1.0,0.0
833,1.0,0.0,0.0,0.0,1.0,0.0
834,0.0,0.0,0.0,0.0,2.0,0.0
835,1.0,0.0,0.0,0.0,0.0,0.0
836,1.0,0.0,0.0,0.0,3.0,0.0
837,1.0,0.0,0.0,0.0,1.0,0.0
838,1.0,0.0,0.0,0.0,2.0,0.0
839,2.0,0.0,0.0,0.0,0.0,0.0
840,2.0,0.0,0.0,0.0,0.0,0.0
841,3.0,0.0,0.0,0.0,1.0,0.0
842,1.0,0.0,0.0,0.0,1.0,0.0
843,0.0,0.0,0.0,0.0,0.0,0.0
844,2.0,0.0,0.0,0.0,2.0,0.0
845,1.0,0.0,0.0,0.0,1.0,0.0
846,1.0,0.0,0.0,0.0,0.0,0.0
847,1.0,0.0,0.0,0.0,1.0,0.0
848,1.0,0.0,0.0,0.0,1.0,0.0
849,1.0,0.0,0.0,0.0,1.0,0.0
850,0.0,0.0,0.0,0.0,1.0,0.0
851,2.0,0.0,0.0,0.0,3.0,0.0
852,2.0,0.0,0.0,0.0,1.0,0.0
853,3.0,0.0,0.0,0.0,3.0,0.0
854,0.0,0.0,0.0,0.0,1.0,0.0
855,0.0,0.0,0.0,0.0,1.0,0.0
856,1.0,0.0,0.0,0.0,3.0,0.0
857,1.0,0.0,0.0,0.0,0.0,0.0
858,0.0,0.0,0.0,0.0,0.0,0.0
859,2.0,0.0,0.0,0.0,0.0,0.0
860,1.0,0.0,0.0,0.0,3.0,0.0
861,2.0,0.0,0.0,0.0,1.0,0.0
862,0.0,0.0,0.0,0.0,0.0,0.0
863,1.0,0.0,0.0,0.0,2.0,0.0
864,0.0,0.0,0.0,0.0,0.0,0.0
865,2.0,0.0,0.0,0.0,0.0,0.0
866,1.0,0.0,0.0,0.0,0.0,0.0
867,2.0,0.0,0.0,0.0,0.0,0.0
868,3.0,0.0,0.0,0.0,1.0,0.0
869,2.0,0.0,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0,2.0,0.0
871,0.0,0.0,0.0,0.0,1.0,0.0
872,1.0,0.0,0.0,0.0,0.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.0
874,2.0,0.0,0.0,0.0,0.0,0.0
875,1.0,0.0,0.0,0.0,1.0,0.0
876,1.0,0.0,0.0,0.0,2.0,0.0
877,1.0,0.0,0.0,0.0,0.0,0.0
878,2.0,0.0,0.0,0.0,0.0,0.0
879,1.0,0.0,0.0,0.0,0.0,0.0
880,1.0,0.0,0.0,0.0,0.0,0.0
881,2.0,0.0,0.0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0,1.0,0.0
883,1.0,0.0,0.0,0.0,0.0,0.0
884,0.0,0.0,0.0,0.0,1.0,0.0
885,2.0,0.0,0.0,0.0,0.0,0.0
886,1.0,0.0,0.0,0.0,0.0,0.0
887,2.0,0.0,0.0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0,1.0,0.0
890,3.0,0.0,0.0,0.0,1.0,0.0
891,0.0,0.0,0.0,0.0,2.0,0.0
892,0.0,0.0,0.0,0.0,0.0,0.0
893,2.0,0.0,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0,1.0,0.0
895,0.0,0.0,0.0,0.0,0.0,0.0
896,0.0,0.0,0.0,0.0,0.0,0.0
897,1.0,0.0,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.0,0.0,0.0
899,1.0,0.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0,0.0
901,2.0,0.0,0.0,0.0,0.0,0.0
902,0.0,0.0,0.0,0.0,0.0,0.0
903,0.0,0.0,0.0,0.0,0.0,0.0
904,0.0,0.0,0.0,0.0,1.0,0.0
905,0.0,0.0,0.0,0.0,0.0,0.0
906,2.0,0.0,0.0,0.0,0.0,0.0
907,0.0,0.0,0.0,0.0,0.0,0.0
908,0.0,0.0,0.0,0.0,1.0,0.0
909,1.0,0.0,0.0,0.0,1.0,0.0
910,4.0,0.0,0.0,0.0,2.0,0.0
911,2.0,0.0,0.0,0.0,1.0,0.0
912,1.0,0.0,0.0,0.0,0.0,0.0
913,1.0,0.0,0.0,0.0,0.0,0.0
914,2.0,0.0,0.0,0.0,2.0,0.0
915,2.0,0.0,0.0,0.0,1.0,0.0
916,1.0,0.0,0.0,0.0,2.0,0.0
917,0.0,0.0,0.0,0.0,1.0,0.0
918,0.0,0.0,0.0,0.0,0.0,0.0
919,2.0,0.0,0.0,0.0,0.0,0.0
920,1.0,0.0,0.0,0.0,1.0,0.0
921,0.0,0.0,0.0,0.0,2.0,0.0
922,1.0,0.0,0.0,0.0,0.0,0.0
923,1.0,0.0,0.0,0.0,0.0,0.0
924,1.0,0.0,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0,1.0,0.0
926,1.0,0.0,0.0,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0,0.0,0.0
928,0.0,0.0,0.0,0.0,0.0,0.0
929,1.0,0.0,0.0,0.0,1.0,0.0
930,1.0,0.0,0.0,0.0,0.0,0.0
931,1.0,0.0,0.0,0.0,0.0,0.0
932,1.0,0.0,0.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0,1.0,0.0
934,0.0,0.0,0.0,0.0,1.0,0.0
935,0.0,0.0,0.0,0.0,1.0,0.0
936,0.0,0.0,0.0,0.0,0.0,0.0
937,3.0,0.0,0.0,0.0,1.0,0.0
938,0.0,0.0,0.0,0.0,1.0,0.0
939,2.0,0.0,0.0,0.0,0.0,0.0
940,0.0,0.0,0.0,0.0,0.0,0.0
941,0.0,0.0,0.0,0.0,0.0,0.0
942,1.0,0.0,0.0,0.0,0.0,0.0
943,0.0,0.0,0.0,0.0,0.0,0.0
944,1.0,0.0,0.0,0.0,1.0,0.0
945,0.0,0.0,0.0,0.0,1.0,0.0
946,3.0,0.0,0.0,0.0,0.0,0.0
947,3.0,0.0,0.0,0.0,0.0,0.0
948,1.0,0.0,0.0,0.0,0.0,0.0
949,0.0,0.0,0.0,0.0,0.0,0.0
950,0.0,0.0,0.0,0.0,1.0,0.0
951,1.0,0.0,0.0,0.0,0.0,0.0
952,0.0,0.0,0.0,0.0,1.0,0.0
953,1.0,0.0,0.0,0.0,0.0,0.0
954,0.0,0.0,0.0,0.0,1.0,0.0
955,0.0,0.0,0.0,0.0,1.0,0.0
956,0.0,0.0,0.0,0.0,2.0,0.0
957,1.0,0.0,0.0,0.0,0.0,0.0
958,0.0,0.0,0.0,0.0,1.0,0.0
959,1.0,0.0,0.0,0.0,1.0,0.0
960,0.0,0.0,0.0,0.0,0.0,0.0
961,4.0,0.0,0.0,0.0,1.0,0.0
962,3.0,0.0,0.0,0.0,0.0,0.0
963,1.0,0.0,0.0,0.0,2.0,0.0
964,0.0,0.0,0.0,0.0,0.0,0.0
965,1.0,0.0,0.0,0.0,0.0,0.0
966,1.0,0.0,0.0,0.0,1.0,0.0
967,1.0,0.0,0.0,0.0,0.0,0.0
968,0.0,0.0,0.0,0.0,0.0,0.0
969,2.0,0.0,0.0,0.0,0.0,0.0
970,0.0,0.0,0.0,0.0,1.0,0.0
971,1.0,0.0,0.0,0.0,2.0,0.0
972,1.0,0.0,0.0,0.0,0.0,0.0
973,1.0,0.0,0.0,0.0,0.0,0.0
974,2.0,0.0,0.0,0.0,2.0,0.0
975,0.0,0.0,0.0,0.0,1.0,0.0
976,2.0,0.0,0.0,0.0,0.0,0.0
977,0.0,0.0,0.0,0.0,0.0,0.0
978,3.0,0.0,0.0,0.0,0.0,0.0
979,2.0,0.0,0.0,0.0,0.0,0.0
980,1.0,0.0,0.0,0.0,0.0,0.0
981,0.0,0.0,0.0,0.0,2.0,0.0
982,0.0,0.0,0.0,0.0,0.0,0.0
983,0.0,0.0,0.0,0.0,0.0,0.0
984,1.0,0.0,0.0,0.0,0.0,0.0
985,0.0,0.0,0.0,0.0,1.0,0.0
986,1.0,0.0,0.0,0.0,0.0,0.0
987,0.0,0.0,0.0,0.0,0.0,0.0
988,1.0,0.0,0.0,0.0,2.0,0.0
989,1.0,0.0,0.0,0.0,2.0,0.0
990,2.0,0.0,0.0,0.0,0.0,0.0
991,0.0,0.0,0.0,0.0,0.0,0.0
992,2.0,0.0,0.0,0.0,1.0,0.0
993,0.0,0.0,0.0,0.0,0.0,0.0
994,2.0,0.0,0.0,0.0,2.0,0.0
995,1.0,0.0,0.0,0.0,0.0,0.0
996,1.0,0.0,0.0,0.0,0.0,0.0
997,1.0,0.0,0.0,0.0,0.0,0.0
998,1.0,0.0,0.0,0.0,2.0,0.0
999,0.0,0.0,0.0,0.0,1.0,0.0
